return_id,order_id,seller_id,customer_id,asin,program_type,market,claim_type,category,return_date,resolution_date,resolution_time_days,handling_time_minutes,refund_amount,tracking_status,buyer_seller_comm_flag,agent_code,fraud_probability,fraud_flag,fraud_reason,status
1,1,31,2547,ASIN000053,SAFE-T,EU,DNOTR,Books,2023-09-26,2023-10-05,9,4,82.38,Delivered,False,AG056,0.6650826580750869,1,DNOTR | HighSellerRefundRate,Resolved
5997,27521,210,33,ASIN001141,OTC,NAM,Not As Described,Misc,2023-03-29,2023-04-03,5,7,4.76,Delivered,True,AG058,0.3553753023890476,0,MinorIssue | NonReturnableCat,Resolved
5998,27532,180,3146,ASIN001518,SAFE-T,NAM,Not As Described,Toys,2023-04-07,2023-04-11,4,4,18.12,Delivered,True,AG008,0.42613898757474844,0,MinorIssue | HighSellerRefundRate,Pending
5999,27545,494,3206,ASIN001404,OTC,NAM,RNOTR,Home & Kitchen,2023-03-21,2023-03-28,7,8,304.14,Delivered,False,AG059,0.6247368955106816,1,RNOTR | HighSellerRefundRate,Resolved
6000,27552,871,2100,ASIN001346,OP,NAM,Damaged,Apparel,2024-06-24,2024-06-27,3,9,7.16,Returned,True,AG025,0.16486673258404255,0,MinorIssue | HighSellerRefundRate,Resolved
6001,27567,990,2389,ASIN001998,SAFE-T,EU,Damaged,Home & Kitchen,2024-01-26,2024-01-30,4,4,119.93,Delivered,True,AG074,0.25108241909857437,0,MinorIssue | HighSellerRefundRate,Escalated
6002,27572,781,2368,ASIN000840,OTC,EU,MattDiff,Apparel,2023-02-10,2023-02-14,4,8,20.22,Delivered,True,AG009,0.18061122627706486,0,MinorIssue | HighSellerRefundRate,Escalated
6003,27577,612,1793,ASIN000083,OTC,EU,Damaged,Electronics,2024-02-28,2024-03-02,3,7,2.69,Returned,True,AG005,0.5805577967430161,1,MinorIssue | Electronics,Pending
6004,27579,171,286,ASIN000112,OTC,EU,Wrong Item,Beauty,2024-05-02,2024-05-07,5,7,0.0,Returned,False,AG063,0.38982649358547583,0,WrongItem | NonReturnableCat,Resolved
6005,27586,909,536,ASIN001164,SAFE-T,NAM,RNOTR,Electronics,2023-04-20,2023-04-26,6,3,53.12,Delivered,True,AG073,0.6600649380218215,1,RNOTR | Electronics,Resolved
6006,27588,278,1736,ASIN001634,OTC,EU,MattDiff,Books,2023-02-27,2023-03-01,2,7,26.05,Delivered,True,AG059,0.15049338807036938,0,MinorIssue | HighSellerRefundRate,Resolved
6007,27591,649,3648,ASIN000691,SAFE-T,EU,Not As Described,Home & Kitchen,2024-09-07,2024-09-10,3,4,4.87,Returned,True,AG061,0.3173657197976582,0,MinorIssue | HighSellerRefundRate,Resolved
6008,27596,104,1121,ASIN001923,SAFE-T,NAM,Not As Described,Electronics,2023-08-29,2023-09-03,5,4,14.53,Delivered,True,AG045,0.32130035502104026,0,MinorIssue | Electronics,Resolved
6009,27600,192,1057,ASIN001696,OP,EU,Not As Described,Electronics,2023-05-01,2023-05-04,3,14,22.18,Returned,True,AG025,0.335170987104695,0,MinorIssue | Electronics,Resolved
6010,27604,144,3202,ASIN001843,OP,NAM,Not As Described,Apparel,2024-02-15,2024-02-20,5,10,83.68,Delivered,True,AG052,0.2706547018107608,0,MinorIssue | HighSellerRefundRate,Resolved
6011,27607,26,4017,ASIN000305,OP,EU,RNOTR,Toys,2024-04-07,2024-04-12,5,10,339.94,Delivered,False,AG036,0.7275329265710786,1,RNOTR | HighSellerRefundRate,Pending
6012,27608,251,110,ASIN001097,OTC,NAM,RNOTR,Electronics,2023-05-25,2023-05-30,5,7,32.86,Returned,True,AG075,0.4063358321583365,0,RNOTR | Electronics,Resolved
6013,27620,3,4376,ASIN001920,OTC,EU,Not As Described,Apparel,2023-07-05,2023-07-07,2,6,9.99,Delivered,True,AG041,0.18335569981417407,0,MinorIssue | HighSellerRefundRate,Pending
6014,27627,278,444,ASIN000290,OP,EU,Wrong Item,Electronics,2023-12-22,2023-12-28,6,12,22.49,Delivered,True,AG019,0.4354162613056131,0,WrongItem | Electronics,Pending
6015,27628,176,138,ASIN001040,OTC,NAM,Wrong Item,Beauty,2024-08-07,2024-08-13,6,6,0.0,Delivered,False,AG040,0.4189214464275316,0,WrongItem | NonReturnableCat,Resolved
6016,27630,282,4028,ASIN000057,OP,NAM,Counterfeit,Beauty,2024-02-02,2024-02-07,5,16,0.0,Delivered,True,AG015,0.41541651406127056,0,Counterfeit | NonReturnableCat,Resolved
6017,27632,774,1504,ASIN001205,OTC,NAM,Damaged,Home & Kitchen,2023-10-15,2023-10-19,4,7,291.88,Delivered,True,AG024,0.27896741998968816,0,MinorIssue | HighSellerRefundRate,Resolved
6018,27635,459,4646,ASIN000330,SAFE-T,NAM,Not As Described,Electronics,2023-04-07,2023-04-11,4,4,104.64,Delivered,True,AG050,0.4108300148457404,0,MinorIssue | Electronics,Resolved
6019,27638,951,3770,ASIN001737,SAFE-T,EU,Damaged,Toys,2024-03-19,2024-03-23,4,4,15.2,Delivered,False,AG001,0.18476505088638884,0,MinorIssue | HighSellerRefundRate,Resolved
6020,27640,697,4269,ASIN000293,SAFE-T,NAM,DNOTR,Misc,2024-04-28,2024-05-06,8,4,47.52,Delivered,False,AG049,0.7529693364701017,1,DNOTR | NonReturnableCat,Resolved
6021,27643,121,1615,ASIN000607,SAFE-T,EU,Not As Described,Books,2024-02-16,2024-02-20,4,5,1.51,Delivered,True,AG039,0.1778359743479712,0,MinorIssue | HighSellerRefundRate,Resolved
6022,27644,575,3210,ASIN000228,OTC,EU,DNOTR,Electronics,2023-10-19,2023-10-24,5,8,142.39,Delivered,False,AG066,0.8089467065666662,1,DNOTR | Electronics,Resolved
6023,27663,497,4467,ASIN001446,OTC,NAM,Damaged,Toys,2023-04-08,2023-04-10,2,7,3.43,Returned,True,AG042,0.16461597641154113,0,MinorIssue | HighSellerRefundRate,Pending
6024,27664,458,456,ASIN000891,SAFE-T,NAM,Damaged,Books,2023-12-29,2024-01-02,4,4,14.31,Returned,True,AG045,0.1520009652527765,0,MinorIssue | HighSellerRefundRate,Resolved
6025,27667,733,1412,ASIN001451,SAFE-T,EU,Not As Described,Beauty,2024-04-05,2024-04-10,5,3,0.0,Delivered,True,AG056,0.25510783077557453,0,MinorIssue | NonReturnableCat,Resolved
6026,27678,945,1687,ASIN000889,SAFE-T,NAM,MattDiff,Misc,2024-01-03,2024-01-06,3,4,62.38,Delivered,True,AG069,0.3704225048238366,0,MinorIssue | NonReturnableCat,Escalated
6027,27681,362,2354,ASIN000556,SAFE-T,EU,Wrong Item,Home & Kitchen,2024-05-08,2024-05-14,6,4,64.42,Delivered,False,AG011,0.28799640003534355,0,WrongItem | HighSellerRefundRate,Resolved
6028,27683,402,3984,ASIN000518,OTC,EU,Counterfeit,Misc,2024-05-20,2024-05-23,3,8,0.0,Returned,True,AG002,0.4135076842574099,0,Counterfeit | NonReturnableCat,Resolved
6029,27697,81,4271,ASIN000414,SAFE-T,EU,Damaged,Misc,2024-07-15,2024-07-19,4,3,0.0,Returned,True,AG001,0.28608387153789383,0,MinorIssue | NonReturnableCat,Resolved
6030,27701,921,4776,ASIN001080,OTC,EU,Not As Described,Toys,2023-05-15,2023-05-18,3,7,69.74,Returned,True,AG006,0.2722111205444388,0,MinorIssue | HighSellerRefundRate,Resolved
6031,27703,494,2719,ASIN001491,OTC,NAM,Not As Described,Toys,2023-02-04,2023-02-09,5,7,7.48,Returned,True,AG022,0.16545493772986325,0,MinorIssue | HighSellerRefundRate,Resolved
6032,27707,37,1051,ASIN001818,OTC,NAM,Not As Described,Home & Kitchen,2023-02-14,2023-02-18,4,6,37.08,Returned,True,AG002,0.16327863922697552,0,MinorIssue | HighSellerRefundRate,Resolved
6033,27710,325,2183,ASIN000167,SAFE-T,EU,Not As Described,Toys,2024-05-12,2024-05-16,4,4,48.31,Delivered,True,AG079,0.16141456606588978,0,MinorIssue | HighSellerRefundRate,Resolved
6034,27711,56,3379,ASIN001632,OTC,EU,RNOTR,Electronics,2023-06-01,2023-06-06,5,9,72.52,Delivered,True,AG017,0.7561061043523645,1,RNOTR | Electronics,Resolved
6035,27717,439,3989,ASIN001325,SAFE-T,EU,Damaged,Books,2024-06-19,2024-06-21,2,3,37.6,Delivered,True,AG069,0.15582426808070238,0,MinorIssue | HighSellerRefundRate,Pending
6036,27718,817,4902,ASIN001298,OTC,NAM,MattDiff,Beauty,2024-06-06,2024-06-10,4,7,0.0,Delivered,True,AG028,0.25808641681072747,0,MinorIssue | NonReturnableCat,Resolved
6037,27720,38,3386,ASIN000230,OTC,NAM,Damaged,Apparel,2024-04-26,2024-04-30,4,5,29.45,Delivered,True,AG018,0.16553846005507641,0,MinorIssue | HighSellerRefundRate,Resolved
6038,27722,620,3660,ASIN001222,SAFE-T,EU,Damaged,Misc,2023-06-12,2023-06-16,4,2,0.0,Returned,True,AG045,0.5075964216471913,1,MinorIssue | NonReturnableCat,Resolved
6039,27724,224,2194,ASIN000131,SAFE-T,NAM,MattDiff,Books,2023-11-17,2023-11-20,3,3,14.71,Delivered,True,AG031,0.17899338213950886,0,MinorIssue | HighSellerRefundRate,Resolved
6040,27725,293,2750,ASIN001543,OP,EU,Damaged,Electronics,2023-06-19,2023-06-21,2,12,7.66,Delivered,False,AG080,0.32820225254074487,0,MinorIssue | Electronics,Resolved
6041,27734,333,4629,ASIN001883,OTC,NAM,Damaged,Books,2023-04-15,2023-04-18,3,7,13.73,Lost,True,AG009,0.18187512207601278,0,MinorIssue | HighSellerRefundRate,Resolved
6042,27751,399,1060,ASIN000646,OTC,EU,Not As Described,Apparel,2024-06-10,2024-06-14,4,8,11.76,Returned,False,AG017,0.18071736689475237,0,MinorIssue | HighSellerRefundRate,Resolved
6043,27754,516,1235,ASIN001894,OP,NAM,Not As Described,Toys,2023-04-28,2023-05-01,3,9,26.82,Delivered,True,AG033,0.15148158909116885,0,MinorIssue | HighSellerRefundRate,Pending
6044,27757,85,459,ASIN000286,OTC,NAM,DNOTR,Beauty,2023-05-29,2023-06-06,8,9,187.91,Delivered,False,AG017,0.7804668844731011,1,DNOTR | NonReturnableCat,Resolved
6045,27761,755,1560,ASIN000286,SAFE-T,NAM,Damaged,Beauty,2023-05-13,2023-05-17,4,3,0.0,Delivered,True,AG078,0.2561302653280801,0,MinorIssue | NonReturnableCat,Resolved
6046,27764,162,3306,ASIN001753,OTC,EU,Damaged,Electronics,2023-07-10,2023-07-13,3,6,154.56,Returned,False,AG020,0.5655076667280442,1,MinorIssue | Electronics,Resolved
6047,27768,328,1738,ASIN001928,OTC,EU,MattDiff,Electronics,2024-03-22,2024-03-25,3,6,50.28,Delivered,False,AG017,0.3065280521194924,0,MinorIssue | Electronics,Resolved
6048,27770,764,2860,ASIN000174,SAFE-T,EU,Not As Described,Misc,2024-03-27,2024-03-29,2,4,0.0,Delivered,False,AG073,0.264977748897931,0,MinorIssue | NonReturnableCat,Resolved
6049,27773,342,3312,ASIN001386,OTC,NAM,Not As Described,Apparel,2024-10-20,2024-10-22,2,7,33.05,Returned,True,AG055,0.16687236221104917,0,MinorIssue | HighSellerRefundRate,Resolved
6050,27774,91,4337,ASIN000668,OTC,NAM,RNOTR,Beauty,2024-10-10,2024-10-17,7,7,0.0,Lost,True,AG002,0.3569372759926792,0,RNOTR | NonReturnableCat,Resolved
6051,27779,385,426,ASIN000307,SAFE-T,EU,MattDiff,Home & Kitchen,2023-12-03,2023-12-06,3,5,55.26,Delivered,True,AG016,0.15244187275202237,0,MinorIssue | HighSellerRefundRate,Escalated
6052,27782,859,2133,ASIN000285,SAFE-T,NAM,MattDiff,Apparel,2023-02-18,2023-02-21,3,5,32.36,Delivered,False,AG012,0.16678229737426573,0,MinorIssue | HighSellerRefundRate,Pending
6053,27788,168,4588,ASIN000773,SAFE-T,NAM,Counterfeit,Electronics,2023-06-11,2023-06-17,6,4,26.86,Delivered,True,AG077,0.4713301593834021,0,Counterfeit | Electronics,Resolved
6054,27789,435,1161,ASIN001984,OTC,NAM,Damaged,Apparel,2024-02-03,2024-02-07,4,9,13.52,Delivered,True,AG059,0.16907943329371716,0,MinorIssue | HighSellerRefundRate,Resolved
6055,27797,68,3129,ASIN001760,SAFE-T,EU,MattDiff,Home & Kitchen,2024-08-27,2024-08-29,2,3,15.67,Delivered,True,AG077,0.16512389951336648,0,MinorIssue | HighSellerRefundRate,Resolved
6056,27801,527,4417,ASIN000545,SAFE-T,NAM,MattDiff,Apparel,2024-11-04,2024-11-06,2,4,319.49,Delivered,True,AG073,0.27626078444887625,0,MinorIssue | HighSellerRefundRate,Resolved
6057,27802,264,2316,ASIN001668,OTC,NAM,Damaged,Apparel,2023-02-20,2023-02-22,2,5,32.67,Returned,True,AG002,0.1650020430605688,0,MinorIssue | HighSellerRefundRate,Pending
6058,27806,499,2368,ASIN001575,SAFE-T,EU,RNOTR,Home & Kitchen,2023-11-22,2023-11-27,5,4,21.62,Returned,True,AG016,0.27227392549320667,0,RNOTR | HighSellerRefundRate,Resolved
6059,27807,291,3603,ASIN000455,OTC,NAM,MattDiff,Apparel,2024-05-26,2024-05-28,2,6,55.58,Delivered,True,AG004,0.18056767853218597,0,MinorIssue | HighSellerRefundRate,Resolved
6060,27809,560,1362,ASIN001083,SAFE-T,EU,Wrong Item,Home & Kitchen,2024-04-03,2024-04-10,7,3,516.51,Delivered,False,AG074,0.5199864503594805,1,WrongItem | HighSellerRefundRate,Resolved
6061,27810,462,745,ASIN001661,SAFE-T,EU,MattDiff,Beauty,2023-03-21,2023-03-23,2,4,0.0,Returned,True,AG076,0.2612383632637491,0,MinorIssue | NonReturnableCat,Resolved
6062,27814,353,4816,ASIN001823,OP,EU,Wrong Item,Misc,2024-09-09,2024-09-14,5,4,0.0,Delivered,True,AG044,0.40630455060369003,0,WrongItem | NonReturnableCat,Resolved
6063,27817,283,2225,ASIN000053,SAFE-T,NAM,RNOTR,Books,2023-12-13,2023-12-21,8,5,80.51,Delivered,True,AG030,0.6225143714420023,1,RNOTR | HighSellerRefundRate,Escalated
6064,27819,582,2643,ASIN000888,OP,EU,Wrong Item,Apparel,2023-04-22,2023-04-26,4,13,77.5,Delivered,False,AG025,0.5185375343073892,1,WrongItem | HighSellerRefundRate,Resolved
6065,27821,66,1766,ASIN000148,SAFE-T,NAM,Damaged,Electronics,2023-04-07,2023-04-09,2,4,80.91,Delivered,True,AG073,0.422029994638752,0,MinorIssue | Electronics,Resolved
6066,27828,31,3658,ASIN001787,SAFE-T,EU,RNOTR,Beauty,2023-03-02,2023-03-09,7,4,103.88,Returned,True,AG030,0.462965384058349,0,RNOTR | NonReturnableCat,Resolved
6067,27837,397,2131,ASIN001676,OP,EU,Damaged,Home & Kitchen,2024-01-07,2024-01-11,4,4,26.14,Returned,True,AG038,0.18524355368926376,0,MinorIssue | HighSellerRefundRate,Resolved
6068,27847,559,3080,ASIN001014,OTC,EU,Counterfeit,Electronics,2023-08-14,2023-08-19,5,8,10.98,Delivered,False,AG009,0.4531567204470945,0,Counterfeit | Electronics,Resolved
6069,27849,548,1734,ASIN000889,OTC,EU,Wrong Item,Misc,2024-06-26,2024-06-30,4,8,0.0,Returned,False,AG055,0.3954792698819879,0,WrongItem | NonReturnableCat,Resolved
6070,27852,554,1445,ASIN001140,OTC,NAM,Damaged,Electronics,2023-08-04,2023-08-06,2,6,10.74,Delivered,True,AG020,0.33318366230204216,0,MinorIssue | Electronics,Resolved
6071,27854,844,1278,ASIN001012,SAFE-T,EU,MattDiff,Books,2023-11-09,2023-11-13,4,6,36.22,Delivered,True,AG047,0.17335823726855487,0,MinorIssue | HighSellerRefundRate,Resolved
6072,27860,110,885,ASIN001323,OTC,NAM,MattDiff,Home & Kitchen,2023-10-07,2023-10-09,2,9,39.32,Delivered,True,AG023,0.17284374816668024,0,MinorIssue | HighSellerRefundRate,Resolved
6073,27863,409,1289,ASIN000102,SAFE-T,EU,RNOTR,Apparel,2024-06-23,2024-06-29,6,5,157.77,Delivered,False,AG016,0.7343846708099105,1,RNOTR | HighSellerRefundRate,Resolved
6074,27866,501,2618,ASIN000672,SAFE-T,EU,Wrong Item,Electronics,2023-11-21,2023-11-28,7,4,455.12,Delivered,False,AG071,0.894075558321263,1,WrongItem | Electronics,Resolved
6075,27873,922,474,ASIN001705,OTC,NAM,Wrong Item,Home & Kitchen,2023-06-13,2023-06-18,5,8,12.05,Delivered,True,AG066,0.45250328685276286,0,WrongItem | HighSellerRefundRate,Resolved
6076,27874,111,4006,ASIN000182,OP,NAM,MattDiff,Toys,2024-03-10,2024-03-12,2,13,28.64,Delivered,True,AG044,0.17466460066502013,0,MinorIssue | HighSellerRefundRate,Resolved
6077,27885,252,4148,ASIN000943,OP,NAM,Damaged,Electronics,2024-09-14,2024-09-16,2,18,13.37,Delivered,False,AG015,0.48042117606624823,0,MinorIssue | Electronics,Resolved
6078,27886,856,1593,ASIN001725,OTC,NAM,Counterfeit,Toys,2023-09-16,2023-09-21,5,9,128.11,Lost,True,AG075,0.5884525464031386,1,Counterfeit | HighSellerRefundRate,Resolved
6079,27887,235,993,ASIN001147,OTC,NAM,Wrong Item,Toys,2024-06-13,2024-06-20,7,7,128.78,Delivered,True,AG075,0.3925059097309496,0,WrongItem | HighSellerRefundRate,Resolved
6080,27890,566,4429,ASIN001141,OP,NAM,MattDiff,Misc,2023-01-14,2023-01-16,2,10,0.0,Delivered,True,AG029,0.26980500428852194,0,MinorIssue | NonReturnableCat,Resolved
6081,27894,532,4570,ASIN001489,SAFE-T,EU,Damaged,Electronics,2023-02-08,2023-02-10,2,3,53.56,Delivered,False,AG012,0.5617581877707516,1,MinorIssue | Electronics,Resolved
6082,27895,100,1531,ASIN001505,OTC,NAM,MattDiff,Electronics,2024-08-14,2024-08-16,2,6,39.68,Delivered,True,AG028,0.3102577022575709,0,MinorIssue | Electronics,Resolved
6083,27905,804,2297,ASIN001528,OTC,EU,Not As Described,Apparel,2023-02-07,2023-02-12,5,8,7.78,Returned,True,AG009,0.1518499220366256,0,MinorIssue | HighSellerRefundRate,Resolved
6084,27908,698,4766,ASIN000922,SAFE-T,NAM,RNOTR,Electronics,2023-10-19,2023-10-23,4,5,1.94,Delivered,False,AG077,0.6555466150817163,1,RNOTR | Electronics,Pending
6085,27914,378,734,ASIN001254,OTC,NAM,Wrong Item,Apparel,2023-08-12,2023-08-16,4,8,50.82,Returned,False,AG042,0.30599424723719837,0,WrongItem | HighSellerRefundRate,Resolved
6086,27920,141,3683,ASIN001345,OTC,EU,Damaged,Home & Kitchen,2023-09-06,2023-09-10,4,8,105.27,Delivered,False,AG037,0.3741307125987916,0,MinorIssue | HighSellerRefundRate,Pending
6087,27927,358,2119,ASIN000123,OP,NAM,MattDiff,Home & Kitchen,2023-03-15,2023-03-17,2,8,64.73,Returned,False,AG019,0.5002831281716288,1,MinorIssue | HighSellerRefundRate,Resolved
6088,27928,273,1916,ASIN001024,SAFE-T,EU,Counterfeit,Books,2023-03-17,2023-03-20,3,4,145.52,Delivered,False,AG048,0.5036875403927605,1,Counterfeit | HighSellerRefundRate,Resolved
6089,27929,697,1314,ASIN001922,SAFE-T,NAM,Not As Described,Electronics,2024-09-15,2024-09-20,5,3,41.04,Delivered,True,AG056,0.30267768688412844,0,MinorIssue | Electronics,Resolved
6090,27931,604,1694,ASIN000502,SAFE-T,NAM,Wrong Item,Electronics,2024-07-30,2024-08-05,6,5,18.38,Delivered,True,AG030,0.43771046895316207,0,WrongItem | Electronics,Resolved
6091,27934,417,541,ASIN000179,OP,NAM,RNOTR,Home & Kitchen,2023-09-06,2023-09-10,4,13,1482.31,Delivered,False,AG080,0.7042913747195968,1,RNOTR | HighSellerRefundRate,Resolved
6092,27942,329,2109,ASIN000549,SAFE-T,NAM,Wrong Item,Books,2024-07-16,2024-07-20,4,3,7.68,Delivered,True,AG074,0.5475667494286387,1,WrongItem | HighSellerRefundRate,Pending
6093,27945,149,3599,ASIN001941,OP,NAM,Damaged,Electronics,2024-07-22,2024-07-26,4,6,14.04,Delivered,True,AG026,0.31281923337088957,0,MinorIssue | Electronics,Resolved
6094,27947,323,1363,ASIN000434,SAFE-T,EU,Wrong Item,Home & Kitchen,2024-01-09,2024-01-15,6,4,73.94,Returned,True,AG061,0.311858182335765,0,WrongItem | HighRefundAmt,Resolved
6095,27948,865,4960,ASIN000674,OP,NAM,RNOTR,Electronics,2023-11-08,2023-11-16,8,10,16.84,Returned,True,AG044,0.40557671657571365,0,RNOTR | Electronics,Pending
6096,27949,927,2886,ASIN000745,OTC,NAM,Damaged,Toys,2023-03-28,2023-04-01,4,7,119.98,Delivered,True,AG037,0.2594487665897879,0,MinorIssue | HighSellerRefundRate,Resolved
6097,27954,413,1422,ASIN000580,OTC,EU,MattDiff,Electronics,2023-03-17,2023-03-20,3,8,9.06,Delivered,True,AG075,0.33020872335306284,0,MinorIssue | Electronics,Resolved
6098,27955,439,3318,ASIN001866,OTC,EU,Not As Described,Books,2024-10-21,2024-10-25,4,8,641.61,Delivered,True,AG066,0.27559459436494055,0,MinorIssue | HighSellerRefundRate,Escalated
6099,27968,810,3078,ASIN001129,OTC,NAM,Wrong Item,Beauty,2024-07-14,2024-07-18,4,7,4.97,Returned,True,AG059,0.7603801570735689,1,WrongItem | NonReturnableCat,Resolved
6100,27971,316,3899,ASIN001430,OP,EU,Not As Described,Apparel,2023-04-25,2023-04-27,2,12,15.98,Lost,False,AG015,0.15222934459262133,0,MinorIssue | HighSellerRefundRate,Resolved
6101,27974,475,1364,ASIN000395,OTC,NAM,DNOTR,Beauty,2024-04-08,2024-04-13,5,7,0.0,Delivered,False,AG009,0.663402340410785,1,DNOTR | NonReturnableCat,Resolved
6102,27987,965,2099,ASIN000958,SAFE-T,NAM,Damaged,Toys,2023-04-19,2023-04-21,2,3,31.56,Returned,False,AG030,0.18137710662159562,0,MinorIssue | HighSellerRefundRate,Resolved
6103,27989,295,2949,ASIN000052,OTC,NAM,MattDiff,Apparel,2024-01-16,2024-01-18,2,7,18.02,Delivered,False,AG053,0.17789763015069976,0,MinorIssue | HighSellerRefundRate,Resolved
6104,27995,899,473,ASIN000334,SAFE-T,NAM,Counterfeit,Misc,2024-04-02,2024-04-06,4,4,0.0,Delivered,True,AG074,0.4168200216975769,0,Counterfeit | NonReturnableCat,Resolved
6105,28012,946,710,ASIN001432,SAFE-T,NAM,Counterfeit,Toys,2023-09-28,2023-10-04,6,4,5.89,Delivered,True,AG074,0.3309786654807338,0,Counterfeit | HighSellerRefundRate,Resolved
6106,28019,868,3213,ASIN000143,SAFE-T,NAM,Damaged,Books,2024-05-28,2024-06-01,4,5,16.33,Delivered,True,AG057,0.15762944662475187,0,MinorIssue | HighSellerRefundRate,Resolved
6107,28020,784,181,ASIN000177,SAFE-T,NAM,Wrong Item,Electronics,2024-04-07,2024-04-13,6,4,138.4,Returned,False,AG021,0.5385326813208289,1,WrongItem | Electronics,Resolved
6108,28025,121,470,ASIN001548,SAFE-T,EU,MattDiff,Home & Kitchen,2024-05-17,2024-05-19,2,5,11.56,Delivered,True,AG069,0.1556437716086316,0,MinorIssue | HighSellerRefundRate,Resolved
6109,28026,139,4826,ASIN001277,OP,NAM,Not As Described,Home & Kitchen,2024-03-21,2024-03-25,4,8,54.7,Delivered,False,AG029,0.17864355684212294,0,MinorIssue | HighSellerRefundRate,Resolved
6110,28033,44,3825,ASIN001401,OP,EU,MattDiff,Misc,2024-08-21,2024-08-23,2,15,37.62,Delivered,False,AG019,0.6137217415490248,1,MinorIssue | NonReturnableCat,Resolved
6111,28042,239,809,ASIN000863,OTC,EU,Counterfeit,Home & Kitchen,2024-03-20,2024-03-24,4,8,74.2,Delivered,True,AG070,0.42625180532001855,0,Counterfeit | HighSellerRefundRate,Resolved
6112,28046,392,1078,ASIN000891,OTC,NAM,MattDiff,Books,2023-07-23,2023-07-27,4,6,11.99,Returned,True,AG023,0.16986273631749874,0,MinorIssue | HighSellerRefundRate,Resolved
6113,28051,210,4806,ASIN000167,OP,NAM,Not As Described,Toys,2024-06-30,2024-07-05,5,7,51.55,Delivered,False,AG080,0.17511914967358838,0,MinorIssue | HighSellerRefundRate,Resolved
6114,28057,957,2284,ASIN001656,OTC,NAM,Damaged,Misc,2024-02-19,2024-02-21,2,7,0.0,Returned,True,AG017,0.2699712943989411,0,MinorIssue | NonReturnableCat,Resolved
6115,28063,667,4487,ASIN001712,SAFE-T,NAM,RNOTR,Electronics,2024-08-14,2024-08-22,8,5,39.48,Lost,True,AG057,0.4226271604046469,0,RNOTR | Electronics,Resolved
6116,28080,869,1575,ASIN001903,SAFE-T,EU,RNOTR,Books,2024-11-03,2024-11-08,5,3,110.45,Delivered,False,AG049,0.6085172295382921,1,RNOTR | HighSellerRefundRate,Resolved
6117,28082,542,1784,ASIN000391,OTC,EU,Damaged,Books,2024-05-28,2024-05-31,3,8,37.66,Delivered,False,AG027,0.17579457449020292,0,MinorIssue | HighSellerRefundRate,Resolved
6118,28084,297,308,ASIN000389,SAFE-T,EU,DNOTR,Misc,2023-07-05,2023-07-13,8,4,41.15,Delivered,True,AG073,0.752217218234014,1,DNOTR | NonReturnableCat,Resolved
6119,28086,839,3096,ASIN001615,OP,NAM,RNOTR,Home & Kitchen,2023-12-15,2023-12-19,4,14,19.03,Delivered,False,AG026,0.5289290248962659,1,RNOTR | HighSellerRefundRate,Pending
6120,28089,95,3443,ASIN000385,OTC,EU,MattDiff,Home & Kitchen,2024-02-18,2024-02-20,2,7,1.53,Delivered,True,AG009,0.17496257629014392,0,MinorIssue | HighSellerRefundRate,Escalated
6121,28092,985,62,ASIN001998,OTC,EU,RNOTR,Home & Kitchen,2024-08-07,2024-08-15,8,7,315.2,Delivered,False,AG027,0.6176702996947554,1,RNOTR | HighSellerRefundRate,Resolved
6122,28094,684,1424,ASIN000828,OTC,EU,Wrong Item,Electronics,2024-08-10,2024-08-17,7,7,9.17,Delivered,True,AG042,0.43131199783190466,0,WrongItem | Electronics,Pending
6123,28095,472,552,ASIN001067,OTC,EU,Not As Described,Books,2024-02-10,2024-02-14,4,8,15.96,Delivered,True,AG018,0.15536038903658347,0,MinorIssue | HighSellerRefundRate,Resolved
6124,28098,250,4943,ASIN000871,OP,EU,Not As Described,Beauty,2023-12-04,2023-12-09,5,18,39.12,Delivered,True,AG033,0.36841309808882833,0,MinorIssue | NonReturnableCat,Pending
6125,28101,57,1637,ASIN001794,SAFE-T,NAM,Damaged,Beauty,2023-11-05,2023-11-07,2,4,0.0,Returned,True,AG057,0.2851955099305276,0,MinorIssue | NonReturnableCat,Resolved
6126,28103,147,362,ASIN001126,SAFE-T,EU,DNOTR,Electronics,2024-04-12,2024-04-18,6,4,27.7,Delivered,True,AG008,0.7257554039820546,1,DNOTR | Electronics,Resolved
6127,28104,746,2820,ASIN000515,OTC,EU,DNOTR,Beauty,2023-05-06,2023-05-12,6,9,0.0,Delivered,False,AG027,0.9090002495454307,1,DNOTR | NonReturnableCat,Resolved
6128,28127,827,1161,ASIN000432,OTC,NAM,RNOTR,Electronics,2023-03-26,2023-04-02,7,7,11.33,Delivered,False,AG027,0.8211171910271776,1,RNOTR | Electronics,Resolved
6129,28129,452,1860,ASIN000852,OTC,NAM,Damaged,Apparel,2024-02-03,2024-02-05,2,8,93.43,Delivered,True,AG042,0.28109763550520234,0,MinorIssue | HighSellerRefundRate,Resolved
6130,28136,424,116,ASIN001776,OTC,NAM,Damaged,Toys,2024-10-11,2024-10-14,3,8,52.88,Returned,True,AG062,0.18079334210507306,0,MinorIssue | HighSellerRefundRate,Resolved
6131,28139,882,812,ASIN000738,OTC,EU,Damaged,Home & Kitchen,2024-04-10,2024-04-14,4,7,40.59,Delivered,True,AG002,0.17752920328775332,0,MinorIssue | HighSellerRefundRate,Pending
